energy,particle,centrality,pt,v2,stat,syst,glob,nq,mass,mt_minus_m0_over_nq,v2_over_nq,stat_over_nq,syst_over_nq,glob_over_nq,source,source_doi,table,table_doi,extraction
7.7,Xi-,0-80%,2.0975,0.130441,0.0442127,0.0237823,0.0,3,1.32171,0.38582939053570087,0.043480333333333336,0.014737566666666667,0.007927433333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,Xibar+,0-80%,1.3775,-0.0148924,0.0628819,0.0223969,0.0,3,1.32171,0.19577578074956836,-0.004964133333333333,0.020960633333333336,0.007465633333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pbar,0-80%,0.465,0.00686059,0.0141331,0.00228307,0.0,3,0.93827208816,0.03630161214752814,0.0022868633333333332,0.004711033333333333,0.0007610233333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pbar,0-80%,0.795,0.0109067,0.00971777,0.00109787,0.0,3,0.93827208816,0.09717210430520629,0.0036355666666666665,0.003239256666666667,0.00036595666666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pbar,0-80%,1.155,0.0131317,0.0138787,0.00444793,0.0,3,0.93827208816,0.18326901554588382,0.0043772333333333335,0.004626233333333334,0.0014826433333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pbar,0-80%,1.635,0.0637152,0.0205911,0.00398261,0.0,3,0.93827208816,0.31560731478468723,0.0212384,0.0068637,0.0013275366666666668,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,phi,0-80%,0.9185,0.0478335,0.0247765,0.00964971,0.0,2,1.019461,0.17637134749077155,0.02391675,0.01238825,0.004824855,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,phi,0-80%,1.6685,-0.049273,0.0605828,0.0277136,0.0,2,1.019461,0.4679188467139689,-0.0246365,0.0302914,0.0138568,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,0.285,0.0190878,0.00052733,1.68043e-10,0.0,2,0.13957039,0.08888497686978789,0.0095439,0.000263665,8.40215e-11,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,0.495,0.0361773,0.000676753,1.97272e-05,0.0,2,0.13957039,0.1873650012690055,0.01808865,0.0003383765,9.8636e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,0.675,0.0478764,0.000966526,5.67359e-05,0.0,2,0.13957039,0.274854070669465,0.0239382,0.000483263,2.836795e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,0.885,0.0578427,0.00143331,4.39618e-06,0.0,2,0.13957039,0.37818380330366397,0.02892135,0.000716655,2.19809e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,1.155,0.0667559,0.00180211,1.79224e-05,0.0,2,0.13957039,0.5119159511577053,0.03337795,0.000901055,8.9612e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,1.545,0.0828597,0.00413486,3.62682e-05,0.0,2,0.13957039,0.7058604866363951,0.04142985,0.00206743,1.81341e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,1.935,0.0895746,0.00979729,0.000671946,0.0,2,0.13957039,0.9002283221435438,0.0447873,0.004898645,0.000335973,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi+,0-80%,2.325,0.0515206,0.0216026,0.00138755,0.0,2,0.13957039,1.0948075335713183,0.0257603,0.0108013,0.000693775,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,0.285,0.0227645,0.000504488,1.78549e-10,0.0,2,0.13957039,0.08888497686978789,0.01138225,0.000252244,8.92745e-11,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,0.495,0.0392692,0.000661156,6.65986e-05,0.0,2,0.13957039,0.1873650012690055,0.0196346,0.000330578,3.32993e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,0.675,0.0528099,0.000954283,9.36057e-05,0.0,2,0.13957039,0.274854070669465,0.02640495,0.0004771415,4.680285e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,0.885,0.0646252,0.00142493,1.02801e-07,0.0,2,0.13957039,0.37818380330366397,0.0323126,0.000712465,5.14005e-08,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,1.155,0.0741718,0.00180491,1.25871e-06,0.0,2,0.13957039,0.5119159511577053,0.0370859,0.000902455,6.29355e-07,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,1.545,0.0853517,0.00419101,0.000150945,0.0,2,0.13957039,0.7058604866363951,0.04267585,0.002095505,7.54725e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,1.935,0.100855,0.0100161,0.00175968,0.0,2,0.13957039,0.9002283221435438,0.0504275,0.00500805,0.00087984,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,pi-,0-80%,2.325,0.112864,0.0232811,0.00139954,0.0,2,0.13957039,1.0948075335713183,0.056432,0.01164055,0.00069977,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,0.315,0.00691689,0.00306278,0.00353492,0.0,3,0.93827208816,0.017155001303492828,0.00230563,0.0010209266666666667,0.0011783066666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,0.495,0.0161549,0.00118166,0.00047993,0.0,3,0.93827208816,0.04085565731117713,0.005384966666666667,0.00039388666666666667,0.00015997666666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,0.705,0.0312339,0.00102077,0.000368074,0.0,3,0.93827208816,0.07844868009576429,0.0104113,0.0003402566666666667,0.00012269133333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,0.885,0.0462411,0.00106674,9.98154e-05,0.0,3,0.93827208816,0.11717538543437082,0.0154137,0.00035558000000000003,3.32718e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,1.095,0.0616304,0.00124804,6.57369e-05,0.0,3,0.93827208816,0.16791109675656032,0.020543466666666666,0.00041601333333333334,2.19123e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,1.275,0.0705497,0.00155582,0.000633136,0.0,3,0.93827208816,0.21491883338474152,0.02351656666666667,0.0005186066666666667,0.00021104533333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,1.485,0.0824948,0.00203117,0.00126919,0.0,3,0.93827208816,0.2727698936358162,0.027498266666666663,0.0006770566666666667,0.0004230633333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,1.695,0.0931209,0.00275382,0.000462492,0.0,3,0.93827208816,0.3330306581781657,0.031040300000000003,0.00091794,0.000154164,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,1.875,0.0985242,0.00383099,0.000405138,0.0,3,0.93827208816,0.3861290142652505,0.0328414,0.0012769966666666666,0.000135046,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,2.085,0.0993178,0.00528279,0.000832322,0.0,3,0.93827208816,0.449372657641073,0.03310593333333333,0.00176093,0.0002774406666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,2.265,0.107344,0.00751169,0.00209491,0.0,3,0.93827208816,0.5044587457455452,0.03578133333333333,0.0025038966666666666,0.0006983033333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,2.475,0.105471,0.0110623,0.00503177,0.0,3,0.93827208816,0.5695363343761369,0.035157,0.0036874333333333335,0.0016772566666666665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
7.7,proton,0-80%,2.835,0.0974711,0.0138618,0.00399925,0.0,3,0.93827208816,0.6826531897333933,0.032490366666666666,0.0046206,0.0013330833333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,0.315,0.0138815,0.00123278,4.27353e-05,0.0,2,0.493677,0.045967741535678314,0.00694075,0.00061639,2.136765e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,0.495,0.0284431,0.000793404,6.54025e-05,0.0,2,0.493677,0.1027119185124801,0.01422155,0.000396702,3.270125e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,0.705,0.042206,0.000820618,0.000141598,0.0,2,0.493677,0.18349334297963585,0.021103,0.000410309,7.0799e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,0.885,0.0550338,0.000995769,0.000119685,0.0,2,0.493677,0.25985222922469187,0.0275169,0.0004978845,5.98425e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,1.095,0.0676825,0.00130208,8.85889e-05,0.0,2,0.493677,0.35373247422556986,0.03384125,0.00065104,4.429445e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,1.275,0.0778151,0.00174595,2.78023e-05,0.0,2,0.493677,0.4367809080643483,0.03890755,0.000872975,1.390115e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,1.485,0.0871085,0.00242321,0.000207216,0.0,2,0.493677,0.5356162878837794,0.04355425,0.001211605,0.000103608,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,1.665,0.0877634,0.00343716,7.90425e-05,0.0,2,0.493677,0.62148488162821,0.0438817,0.00171858,3.952125e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,1.965,0.0856474,0.00406694,0.000870938,0.0,2,0.493677,0.766194320338142,0.0428237,0.00203347,0.000435469,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,2.325,0.0843797,0.010179,0.00460369,0.0,2,0.493677,0.94157872264626,0.04218985,0.0050895,0.002301845,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K+,0-80%,2.775,0.0440532,0.033157,0.0078632,0.0,2,0.493677,1.162446955499435,0.0220266,0.0165785,0.0039316,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,0.315,0.0113204,0.0017241,2.30578e-05,0.0,2,0.493677,0.045967741535678314,0.0056602,0.00086205,1.15289e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,0.495,0.025042,0.00114052,3.91713e-06,0.0,2,0.493677,0.1027119185124801,0.012521,0.00057026,1.958565e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,0.705,0.0396243,0.00120486,4.17943e-05,0.0,2,0.493677,0.18349334297963585,0.01981215,0.00060243,2.089715e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,0.885,0.0551058,0.00149062,9.85978e-05,0.0,2,0.493677,0.25985222922469187,0.0275529,0.00074531,4.92989e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,1.095,0.0674386,0.001986,0.000145054,0.0,2,0.493677,0.35373247422556986,0.0337193,0.000993,7.2527e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,1.275,0.0783379,0.00269164,4.37498e-05,0.0,2,0.493677,0.4367809080643483,0.03916895,0.00134582,2.18749e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,1.485,0.0898145,0.00379874,7.33897e-05,0.0,2,0.493677,0.5356162878837794,0.04490725,0.00189937,3.669485e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,1.665,0.0933213,0.0055761,6.82414e-05,0.0,2,0.493677,0.62148488162821,0.04666065,0.00278805,3.41207e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,1.935,0.0975876,0.00704378,0.000367969,0.0,2,0.493677,0.7516531099208096,0.0487938,0.00352189,0.0001839845,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,2.325,0.0899405,0.0176145,0.00420214,0.0,2,0.493677,0.94157872264626,0.04497025,0.00880725,0.00210107,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K-,0-80%,2.775,0.104651,0.0408336,0.00627866,0.0,2,0.493677,1.162446955499435,0.0523255,0.0204168,0.00313933,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,0.3055,0.0123868,0.00328687,0.000179369,0.0,2,0.497611,0.04314781703929993,0.0061934,0.001643435,8.96845e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,0.5055,0.0238615,0.00202203,0.000401034,0.0,2,0.497611,0.10585876283211842,0.01193075,0.001011015,0.000200517,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,0.7055,0.0449619,0.00177877,6.64219e-05,0.0,2,0.497611,0.1828618943330096,0.02248095,0.000889385,3.321095e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,0.9055,0.0516753,0.00195765,0.000232347,0.0,2,0.497611,0.2678053199895255,0.02583765,0.000978825,0.0001161735,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,1.1055,0.0713872,0.00244322,4.52375e-05,0.0,2,0.497611,0.3573601038825116,0.0356936,0.00122161,2.261875e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,1.2955,0.0773949,0.00328111,0.000143729,0.0,2,0.497611,0.4450851537274083,0.03869745,0.001640555,7.18645e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,1.5055,0.0868965,0.00459847,0.000424839,0.0,2,0.497611,0.5439975898843987,0.04344825,0.002299235,0.0002124195,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,1.8125,0.0894202,0.00507685,0.00092002,0.0,2,0.497611,0.6909781130356019,0.0447101,0.002538425,0.00046001,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,K0S,0-80%,2.4385,0.0921611,0.0154424,0.000440629,0.0,2,0.497611,0.9955717496032905,0.04608055,0.0077212,0.0002203145,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,0.4935,0.019891,0.00423731,0.00471741,0.0,3,1.115683,0.034757415913420076,0.006630333333333333,0.0014124366666666667,0.00157247,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,0.7055,0.0271015,0.0026008,0.00109122,0.0,3,1.115683,0.06811561686842693,0.009033833333333333,0.0008669333333333333,0.00036374,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,0.9045,0.0439585,0.00217571,0.00099372,0.0,3,1.115683,0.10686201927772543,0.014652833333333332,0.0007252366666666666,0.00033124,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,1.1045,0.0589837,0.00216569,0.000595723,0.0,3,1.115683,0.15141445658891603,0.019661233333333333,0.0007218966666666667,0.00019857433333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,1.2955,0.0733073,0.00242268,0.000965848,0.0,3,1.115683,0.1980051516139881,0.024435766666666667,0.00080756,0.00032194933333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,1.5055,0.0918915,0.00289149,0.00104965,0.0,3,1.115683,0.25271921888106497,0.0306305,0.00096383,0.00034988333333333337,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,1.7775,0.104154,0.00289466,0.000926591,0.0,3,1.115683,0.327649550326187,0.034718,0.0009648866666666666,0.0003088636666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,2.1735,0.121388,0.00529584,0.0015837,0.0,3,1.115683,0.44248005548635727,0.04046266666666667,0.00176528,0.0005279,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambda,0-80%,2.6305,0.140951,0.00923304,0.00257849,0.0,3,1.115683,0.5805457380674287,0.04698366666666667,0.0030776799999999997,0.0008594966666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambdabar,0-80%,0.6445,0.0196272,0.00810634,0.0043588,0.0,3,1.115683,0.05759228610498579,0.0065424,0.0027021133333333335,0.0014529333333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambdabar,0-80%,0.9055,0.0212838,0.00828218,0.00435298,0.0,3,1.115683,0.1070720081527418,0.0070945999999999995,0.0027607266666666666,0.0014509933333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambdabar,0-80%,1.1885,0.044288,0.00624119,0.00208187,0.0,3,1.115683,0.17147793587371982,0.014762666666666667,0.0020803966666666667,0.0006939566666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambdabar,0-80%,1.5805,0.0678362,0.00884345,0.00304552,0.0,3,1.115683,0.27297678268641484,0.022612066666666666,0.0029478166666666666,0.0010151733333333332,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Lambdabar,0-80%,2.0745,0.104539,0.0132077,0.00353389,0.0,3,1.115683,0.41326657066370376,0.03484633333333333,0.0044025666666666664,0.0011779633333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Omega-,0-80%,1.2875,-0.0127597,0.0975771,0.0809894,0.0,3,1.67245,0.146058914667611,-0.0042532333333333335,0.0325257,0.026996466666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Omega-,0-80%,2.0225,0.137281,0.0901466,0.167926,0.0,3,1.67245,0.31732428059608875,0.045760333333333326,0.030048866666666663,0.05597533333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
11.5,Omegabar+,0-80%,1.6975,-0.146691,0.0975108,0.153451,0.0,3,1.67245,0.2368434432866895,-0.048896999999999996,0.0325036,0.05115033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
