#: table_doi: 10.17182/hepdata.95903.v1/t1
#: name: Figure 5
#: description: Centrality selection for STAR FXT sqrt(sNN) = 4.5 GeV Au+Au collisions
#: data_file: fig5.yaml
#: keyword reactions: AU AU --> X
#: keyword cmenergies: 4.5
#: Dataset,STAR FXT $\sqrt{s_{NN}}$ = 4.5 GeV
$N_{charged}$,$dN/dN_{charged}$,stat +,stat -
317.5,,0,0
318.5,,0,0
319.5,,0,0
320.5,,0,0
321.5,,0,0
322.5,,0,0
323.5,,0,0
324.5,,0,0
325.5,,0,0
326.5,,0,0
327.5,,0,0
328.5,,0,0
329.5,,0,0
330.5,,0,0
331.5,,0,0
332.5,,0,0
333.5,,0,0
334.5,,0,0
335.5,,0,0
336.5,,0,0
337.5,,0,0
338.5,,0,0
339.5,,0,0
340.5,,0,0
341.5,,0,0
342.5,,0,0
343.5,,0,0
344.5,,0,0
345.5,,0,0
346.5,,0,0
347.5,,0,0
348.5,,0,0
349.5,,0,0
350.5,,0,0
351.5,,0,0
352.5,,0,0
353.5,,0,0
354.5,,0,0
355.5,,0,0
356.5,,0,0
357.5,,0,0
358.5,,0,0
359.5,,0,0
360.5,,0,0
361.5,,0,0
362.5,,0,0
363.5,,0,0
364.5,,0,0
365.5,,0,0
366.5,,0,0
367.5,,0,0
368.5,,0,0
369.5,,0,0
370.5,,0,0
371.5,,0,0
372.5,,0,0
373.5,,0,0
374.5,,0,0
375.5,,0,0
376.5,,0,0
377.5,,0,0
378.5,,0,0
379.5,,0,0
380.5,,0,0
381.5,,0,0
382.5,,0,0
383.5,,0,0
384.5,,0,0
385.5,,0,0
386.5,,0,0
387.5,,0,0
388.5,,0,0
389.5,,0,0
390.5,,0,0
391.5,,0,0
392.5,,0,0
393.5,,0,0
394.5,,0,0
395.5,,0,0
396.5,,0,0
397.5,,0,0
398.5,,0,0
399.5,,0,0

#: Dataset,Pile up
$N_{charged}$,$dN/dN_{charged}$,stat +,stat -
0.5,,0,0
1.5,,0,0
2.5,0.258341,0.508272,-0.508272
3.5,0.387511,0.622504,-0.622504
4.5,0.904193,0.95089,-0.95089
5.5,0.904193,0.95089,-0.95089
6.5,1.550045,1.245008,-1.245008
7.5,1.679215,1.295845,-1.295845
8.5,1.550045,1.245008,-1.245008
9.5,1.937556,1.391961,-1.391961
10.5,2.841748,1.685748,-1.685748
11.5,2.454237,1.5666,-1.5666
12.5,2.970919,1.723635,-1.723635
13.5,2.583408,1.607298,-1.607298
14.5,2.970919,1.723635,-1.723635
15.5,4.650134,2.156417,-2.156417
16.5,2.583408,1.607298,-1.607298
17.5,3.35843,1.832602,-1.832602
18.5,3.4876,1.867512,-1.867512
19.5,4.779304,2.186162,-2.186162
20.5,4.391793,2.095661,-2.095661
21.5,5.166815,2.273063,-2.273063
22.5,5.037645,2.24447,-2.24447
23.5,4.262622,2.064612,-2.064612
24.5,5.941837,2.437588,-2.437588
25.5,4.908474,2.215508,-2.215508
26.5,8.137734,2.852671,-2.852671
27.5,5.941837,2.437588,-2.437588
28.5,8.654415,2.941839,-2.941839
29.5,5.941837,2.437588,-2.437588
30.5,7.233541,2.689524,-2.689524
31.5,6.71686,2.591691,-2.591691
32.5,8.525245,2.919802,-2.919802
33.5,8.783586,2.963712,-2.963712
34.5,8.783586,2.963712,-2.963712
35.5,8.783586,2.963712,-2.963712
36.5,10.72114,3.274315,-3.274315
37.5,10.59197,3.254531,-3.254531
38.5,9.558608,3.0917,-3.0917
39.5,11.88367,3.44727,-3.44727
40.5,11.49616,3.390599,-3.390599
41.5,12.52953,3.539708,-3.539708
42.5,12.91704,3.594028,-3.594028
43.5,12.52953,3.539708,-3.539708
44.5,13.43372,3.665204,-3.665204
45.5,14.33791,3.786543,-3.786543
46.5,17.438,4.175883,-4.175883
47.5,15.50045,3.937061,-3.937061
48.5,18.34219,4.282778,-4.282778
49.5,16.27547,4.034287,-4.034287
50.5,20.27975,4.503304,-4.503304
51.5,18.47136,4.297832,-4.297832
52.5,19.37556,4.401768,-4.401768
53.5,21.05477,4.588548,-4.588548
54.5,22.08813,4.699801,-4.699801
55.5,23.1215,4.808482,-4.808482
56.5,22.86316,4.781544,-4.781544
57.5,19.50473,4.416416,-4.416416
58.5,22.2173,4.713523,-4.713523
59.5,24.4132,4.940972,-4.940972
60.5,28.80499,5.367028,-5.367028
61.5,28.54665,5.342907,-5.342907
62.5,29.45085,5.426864,-5.426864
63.5,29.83836,5.46245,-5.46245
64.5,32.93845,5.739203,-5.739203
65.5,26.47993,5.145865,-5.145865
66.5,31.25923,5.590995,-5.590995
67.5,33.45513,5.784041,-5.784041
68.5,36.94273,6.078053,-6.078053
69.5,36.68439,6.056764,-6.056764
70.5,35.78019,5.981654,-5.981654
71.5,36.81356,6.067418,-6.067418
72.5,42.88457,6.548631,-6.548631
73.5,40.81784,6.388884,-6.388884
74.5,40.94701,6.398985,-6.398985
75.5,42.62622,6.528876,-6.528876
76.5,44.43461,6.665929,-6.665929
77.5,40.94701,6.398985,-6.398985
78.5,42.36788,6.509061,-6.509061
79.5,42.49705,6.518976,-6.518976
80.5,47.27636,6.875781,-6.875781
81.5,47.40553,6.885167,-6.885167
82.5,43.78876,6.617308,-6.617308
83.5,45.3388,6.733409,-6.733409
84.5,50.50562,7.106731,-7.106731
85.5,50.24728,7.088532,-7.088532
86.5,48.43889,6.959805,-6.959805
87.5,49.85977,7.061145,-7.061145
88.5,56.44745,7.513152,-7.513152
89.5,53.73488,7.330408,-7.330408
90.5,57.22248,7.564554,-7.564554
91.5,47.92221,6.922587,-6.922587
92.5,58.51418,7.649456,-7.649456
93.5,56.31828,7.504551,-7.504551
94.5,55.15575,7.426692,-7.426692
95.5,58.25584,7.632551,-7.632551
96.5,55.15575,7.426692,-7.426692
97.5,58.12667,7.624085,-7.624085
98.5,56.96414,7.547459,-7.547459
99.5,57.48082,7.581611,-7.581611
100.5,59.2892,7.699948,-7.699948
101.5,58.12667,7.624085,-7.624085
102.5,61.4851,7.841244,-7.841244
103.5,59.67671,7.72507,-7.72507
104.5,60.83925,7.799952,-7.799952
105.5,61.22676,7.824753,-7.824753
106.5,58.64335,7.657895,-7.657895
107.5,63.93934,7.996208,-7.996208
108.5,62.38929,7.898689,-7.898689
109.5,65.10187,8.068573,-8.068573
110.5,62.64763,7.915026,-7.915026
111.5,63.42266,7.963835,-7.963835
112.5,61.74344,7.857699,-7.857699
113.5,64.06851,8.004281,-8.004281
114.5,61.87261,7.865914,-7.865914
115.5,63.81017,7.988127,-7.988127
116.5,70.52703,8.398037,-8.398037
117.5,61.35593,7.833003,-7.833003
118.5,66.78109,8.17197,-8.17197
119.5,62.38929,7.898689,-7.898689
120.5,69.752,8.351766,-8.351766
121.5,65.36021,8.084566,-8.084566
122.5,62.7768,7.923181,-7.923181
123.5,63.29348,7.95572,-7.95572
124.5,67.68528,8.227106,-8.227106
125.5,65.36021,8.084566,-8.084566
126.5,70.6562,8.405724,-8.405724
127.5,64.45602,8.028451,-8.028451
128.5,64.71436,8.044524,-8.044524
129.5,66.39357,8.148225,-8.148225
130.5,73.75629,8.588148,-8.588148
131.5,67.81445,8.234953,-8.234953
132.5,68.58947,8.281876,-8.281876
133.5,64.9727,8.060564,-8.060564
134.5,62.7768,7.923181,-7.923181
135.5,58.90169,7.674744,-7.674744
136.5,67.55611,8.219252,-8.219252
137.5,66.39357,8.148225,-8.148225
138.5,64.71436,8.044524,-8.044524
139.5,65.61855,8.100528,-8.100528
140.5,68.20196,8.258448,-8.258448
141.5,67.03943,8.187761,-8.187761
142.5,61.35593,7.833003,-7.833003
143.5,60.71008,7.791667,-7.791667
144.5,59.03086,7.683154,-7.683154
145.5,64.19768,8.012345,-8.012345
146.5,57.86833,7.607124,-7.607124
147.5,62.64763,7.915026,-7.915026
148.5,65.48938,8.092551,-8.092551
149.5,59.93506,7.741774,-7.741774
150.5,63.03514,7.939467,-7.939467
151.5,62.38929,7.898689,-7.898689
152.5,61.4851,7.841244,-7.841244
153.5,60.83925,7.799952,-7.799952
154.5,62.51846,7.906862,-7.906862
155.5,61.09759,7.816495,-7.816495
156.5,58.38501,7.641008,-7.641008
157.5,58.77252,7.666324,-7.666324
158.5,60.06423,7.750112,-7.750112
159.5,59.80588,7.733426,-7.733426
160.5,57.60999,7.590125,-7.590125
161.5,56.18911,7.49594,-7.49594
162.5,61.87261,7.865914,-7.865914
163.5,60.1934,7.758441,-7.758441
164.5,58.12667,7.624085,-7.624085
165.5,50.24728,7.088532,-7.088532
166.5,59.93506,7.741774,-7.741774
167.5,56.57663,7.521744,-7.521744
168.5,59.16003,7.691556,-7.691556
169.5,59.67671,7.72507,-7.72507
170.5,64.19768,8.012345,-8.012345
171.5,51.92649,7.206004,-7.206004
172.5,59.41837,7.708331,-7.708331
173.5,54.38073,7.374329,-7.374329
174.5,56.7058,7.530325,-7.530325
175.5,54.25156,7.365566,-7.365566
176.5,56.44745,7.513152,-7.513152
177.5,54.38073,7.374329,-7.374329
178.5,52.70151,7.259581,-7.259581
179.5,52.18483,7.223907,-7.223907
180.5,48.95557,6.996826,-6.996826
181.5,52.57234,7.250679,-7.250679
182.5,46.63051,6.828654,-6.828654
183.5,52.95985,7.277352,-7.277352
184.5,50.76396,7.124883,-7.124883
185.5,45.98465,6.781198,-6.781198
186.5,48.18055,6.941221,-6.941221
187.5,48.30972,6.950519,-6.950519
188.5,47.40553,6.885167,-6.885167
189.5,45.08046,6.714198,-6.714198
190.5,42.75539,6.538761,-6.538761
191.5,47.01802,6.856969,-6.856969
192.5,42.49705,6.518976,-6.518976
193.5,43.14291,6.568326,-6.568326
194.5,42.62622,6.528876,-6.528876
195.5,41.07618,6.40907,-6.40907
196.5,39.91365,6.317725,-6.317725
197.5,43.40125,6.587963,-6.587963
198.5,41.59286,6.449253,-6.449253
199.5,41.59286,6.449253,-6.449253
200.5,36.68439,6.056764,-6.056764
201.5,35.52185,5.960021,-5.960021
202.5,37.97609,6.162474,-6.162474
203.5,35.90936,5.992442,-5.992442
204.5,32.55094,5.705343,-5.705343
205.5,36.03854,6.003211,-6.003211
206.5,34.48849,5.87269,-5.87269
207.5,34.35932,5.861682,-5.861682
208.5,31.90508,5.648458,-5.648458
209.5,32.55094,5.705343,-5.705343
210.5,33.32596,5.772864,-5.772864
211.5,26.73827,5.170906,-5.170906
212.5,28.80499,5.367028,-5.367028
213.5,33.06762,5.750445,-5.750445
214.5,28.67582,5.354981,-5.354981
215.5,26.22159,5.120702,-5.120702
216.5,23.76735,4.875177,-4.875177
217.5,25.31739,5.031639,-5.031639
218.5,26.35076,5.133299,-5.133299
219.5,28.41748,5.330805,-5.330805
220.5,22.99233,4.795032,-4.795032
221.5,25.05905,5.005902,-5.005902
222.5,26.47993,5.145865,-5.145865
223.5,25.44656,5.044458,-5.044458
224.5,22.2173,4.713523,-4.713523
225.5,25.05905,5.005902,-5.005902
226.5,25.83408,5.082724,-5.082724
227.5,23.89652,4.888407,-4.888407
228.5,24.54237,4.954026,-4.954026
229.5,25.57573,5.057245,-5.057245
230.5,19.76307,4.445567,-4.445567
231.5,24.92988,4.992983,-4.992983
232.5,25.70491,5.070001,-5.070001
233.5,21.70062,4.658392,-4.658392
234.5,22.34648,4.727206,-4.727206
235.5,25.31739,5.031639,-5.031639
236.5,23.1215,4.808482,-4.808482
237.5,19.76307,4.445567,-4.445567
238.5,20.66726,4.546126,-4.546126
239.5,17.30883,4.160388,-4.160388
240.5,19.37556,4.401768,-4.401768
241.5,18.08385,4.252511,-4.252511
242.5,21.44228,4.630581,-4.630581
243.5,17.30883,4.160388,-4.160388
244.5,18.08385,4.252511,-4.252511
245.5,17.05049,4.129224,-4.129224
246.5,16.1463,4.018246,-4.018246
247.5,17.82551,4.222027,-4.222027
248.5,16.79215,4.097823,-4.097823
249.5,19.37556,4.401768,-4.401768
250.5,18.21302,4.267671,-4.267671
251.5,18.7297,4.327782,-4.327782
252.5,19.89224,4.460072,-4.460072
253.5,13.17538,3.629791,-3.629791
254.5,15.2421,3.904113,-3.904113
255.5,18.7297,4.327782,-4.327782
256.5,15.37127,3.920621,-3.920621
257.5,18.34219,4.282778,-4.282778
258.5,13.9504,3.735023,-3.735023
259.5,12.52953,3.539708,-3.539708
260.5,15.37127,3.920621,-3.920621
261.5,15.2421,3.904113,-3.904113
262.5,13.43372,3.665204,-3.665204
263.5,12.6587,3.557907,-3.557907
264.5,15.11293,3.887535,-3.887535
265.5,14.33791,3.786543,-3.786543
266.5,16.66298,4.082031,-4.082031
267.5,15.88796,3.98597,-3.98597
268.5,13.17538,3.629791,-3.629791
269.5,11.36699,3.371497,-3.371497
270.5,10.97948,3.31353,-3.31353
271.5,13.04621,3.611954,-3.611954
272.5,12.14202,3.48454,-3.48454
273.5,12.14202,3.48454,-3.48454
274.5,10.85031,3.293981,-3.293981
275.5,12.27119,3.503026,-3.503026
276.5,11.36699,3.371497,-3.371497
277.5,10.59197,3.254531,-3.254531
278.5,13.04621,3.611954,-3.611954
279.5,12.14202,3.48454,-3.48454
280.5,10.20446,3.194442,-3.194442
281.5,10.33363,3.214596,-3.214596
282.5,10.4628,3.234625,-3.234625
283.5,10.85031,3.293981,-3.293981
284.5,10.07529,3.17416,-3.17416
285.5,10.85031,3.293981,-3.293981
286.5,9.171097,3.028382,-3.028382
287.5,10.4628,3.234625,-3.234625
288.5,9.816949,3.133201,-3.133201
289.5,10.20446,3.194442,-3.194442
290.5,11.7545,3.428484,-3.428484
291.5,9.816949,3.133201,-3.133201
292.5,8.525245,2.919802,-2.919802
293.5,7.104371,2.665403,-2.665403
294.5,10.59197,3.254531,-3.254531
295.5,8.783586,2.963712,-2.963712
296.5,8.396075,2.897598,-2.897598
297.5,6.9752,2.64106,-2.64106
298.5,8.266904,2.875222,-2.875222
299.5,10.4628,3.234625,-3.234625
300.5,9.429438,3.070739,-3.070739
301.5,7.621052,2.760625,-2.760625
302.5,6.71686,2.591691,-2.591691
303.5,6.71686,2.591691,-2.591691
304.5,8.008563,2.82994,-2.82994
305.5,6.9752,2.64106,-2.64106
306.5,7.362712,2.713432,-2.713432
307.5,6.071008,2.463942,-2.463942
308.5,8.137734,2.852671,-2.852671
309.5,7.750223,2.783922,-2.783922
310.5,6.71686,2.591691,-2.591691
311.5,5.683497,2.384009,-2.384009
312.5,5.812667,2.410947,-2.410947
313.5,6.71686,2.591691,-2.591691
314.5,5.554326,2.356762,-2.356762
315.5,4.779304,2.186162,-2.186162
316.5,6.587689,2.566649,-2.566649
317.5,5.037645,2.24447,-2.24447
318.5,4.262622,2.064612,-2.064612
319.5,4.779304,2.186162,-2.186162
320.5,6.587689,2.566649,-2.566649
321.5,6.587689,2.566649,-2.566649
322.5,5.166815,2.273063,-2.273063
323.5,4.391793,2.095661,-2.095661
324.5,5.683497,2.384009,-2.384009
325.5,4.391793,2.095661,-2.095661
326.5,5.554326,2.356762,-2.356762
327.5,4.133452,2.033089,-2.033089
328.5,3.616771,1.901781,-1.901781
329.5,2.712578,1.646991,-1.646991
330.5,3.745941,1.935443,-1.935443
331.5,4.133452,2.033089,-2.033089
332.5,4.133452,2.033089,-2.033089
333.5,2.195896,1.481856,-1.481856
334.5,2.583408,1.607298,-1.607298
335.5,2.841748,1.685748,-1.685748
336.5,2.841748,1.685748,-1.685748
337.5,3.100089,1.760707,-1.760707
338.5,3.100089,1.760707,-1.760707
339.5,2.454237,1.5666,-1.5666
340.5,3.100089,1.760707,-1.760707
341.5,2.583408,1.607298,-1.607298
342.5,4.004282,2.00107,-2.00107
343.5,2.195896,1.481856,-1.481856
344.5,2.454237,1.5666,-1.5666
345.5,3.875111,1.96853,-1.96853
346.5,2.325067,1.524817,-1.524817
347.5,2.712578,1.646991,-1.646991
348.5,1.420874,1.192004,-1.192004
349.5,1.937556,1.391961,-1.391961
350.5,2.454237,1.5666,-1.5666
351.5,1.808385,1.344762,-1.344762
352.5,1.550045,1.245008,-1.245008
353.5,2.195896,1.481856,-1.481856
354.5,2.066726,1.437611,-1.437611
355.5,1.937556,1.391961,-1.391961
356.5,2.195896,1.481856,-1.481856
357.5,2.195896,1.481856,-1.481856
358.5,2.066726,1.437611,-1.437611
359.5,1.420874,1.192004,-1.192004
360.5,1.162533,1.078208,-1.078208
361.5,1.420874,1.192004,-1.192004
362.5,1.808385,1.344762,-1.344762
363.5,1.291704,1.136532,-1.136532
364.5,0.775022,0.880354,-0.880354
365.5,1.291704,1.136532,-1.136532
366.5,1.033363,1.016545,-1.016545
367.5,1.291704,1.136532,-1.136532
368.5,1.162533,1.078208,-1.078208
369.5,1.033363,1.016545,-1.016545
370.5,2.325067,1.524817,-1.524817
371.5,0.516682,0.718806,-0.718806
372.5,0.904193,0.95089,-0.95089
373.5,0.645852,0.803649,-0.803649
374.5,0.904193,0.95089,-0.95089
375.5,0.516682,0.718806,-0.718806
376.5,0.645852,0.803649,-0.803649
377.5,0.516682,0.718806,-0.718806
378.5,0.387511,0.622504,-0.622504
379.5,1.033363,1.016545,-1.016545
380.5,0.645852,0.803649,-0.803649
381.5,0.387511,0.622504,-0.622504
382.5,0.387511,0.622504,-0.622504
383.5,0.258341,0.508272,-0.508272
384.5,0.516682,0.718806,-0.718806
385.5,0.775022,0.880354,-0.880354
386.5,0.258341,0.508272,-0.508272
387.5,0.258341,0.508272,-0.508272
388.5,0.645852,0.803649,-0.803649
389.5,0.258341,0.508272,-0.508272
390.5,0.12917,0.359403,-0.359403
391.5,,0,0
392.5,0.775022,0.880354,-0.880354
393.5,0.258341,0.508272,-0.508272
394.5,0.258341,0.508272,-0.508272
395.5,0.516682,0.718806,-0.718806
396.5,0.516682,0.718806,-0.718806
397.5,0.258341,0.508272,-0.508272
398.5,,0,0
399.5,,0,0

