energy_GeV,particle,data_yield,data_err,gc_model_yield,gc_model_err_low,gc_model_err_high,sce_blended_model_yield,sce_blended_model_err_low,sce_blended_model_err_high,data_source,model_source,note
27.952,K+,,,3.2875054673e+01,3.886152725,3.940511715,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,K-,,,2.4362748407e+01,2.958786717,3.012772714,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,Ks0,,,2.7885462529e+01,3.285391024,3.336930319,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,Lambda,,,1.1884312726e+01,1.61819439,1.666405125,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,Lambda_bar,,,3.0283910829e+00,0.4351331703,0.4525897936,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,Xi,,,1.5591459284e+00,0.2256998143,0.2337035337,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,Xi_bar,,,5.8484217380e-01,0.08760591265,0.09130826474,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
27.952,phi,,,3.7030065495e+00,0.4554091806,0.4643676821,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,K+,,,3.3469148328e+01,4.034995899,4.092625089,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,K-,,,2.5272527598e+01,3.125182519,3.182582185,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,Ks0,,,2.8617133613e+01,3.441129894,3.496051723,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,Lambda,,,1.1826915262e+01,1.637885429,1.687621839,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,Lambda_bar,,,3.2752871103e+00,0.477156109,0.4963930049,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,Xi,,,1.5722353545e+00,0.2306967419,0.2389528919,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,Xi_bar,,,6.2585489532e-01,0.09485788415,0.09887889285,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
29.9145,phi,,,3.8222745424e+00,0.479368274,0.4889149286,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,K+,,,3.4058060501e+01,4.187764959,4.24998412,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,K-,,,2.6173705907e+01,3.29701254,3.359135291,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,Ks0,,,2.9342166707e+01,3.60164768,3.661255372,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,Lambda,,,1.1774330752e+01,1.66052762,1.712771997,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,Lambda_bar,,,3.5265697302e+00,0.5218895746,0.5433816691,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,Xi,,,1.5846989191e+00,0.236046353,0.2447040257,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,Xi_bar,,,6.6714643915e-01,0.1025029759,0.1069285895,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
32.0149,phi,,,3.9393503458e+00,0.5041892276,0.5145466728,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,K+,,,3.4644260097e+01,4.341390053,4.409364085,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,K-,,,2.7067345241e+01,3.471417837,3.539401464,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,Ks0,,,3.0062275947e+01,3.763956399,3.829384933,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,Lambda,,,1.1727463020e+01,1.684585596,1.74011797,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,Lambda_bar,,,3.7815671909e+00,0.5688080589,0.5929997351,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,Xi,,,1.5967384493e+00,0.2415500827,0.250732582,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,Xi_bar,,,7.0863079502e-01,0.1104449185,0.1153547912,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
34.2627,phi,,,4.0545093431e+00,0.5293965478,0.5407550266,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,K+,,,3.5230414360e+01,4.493472768,4.568167976,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,K-,,,2.7954903991e+01,3.646022843,3.720806466,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,Ks0,,,3.0779465214e+01,3.925654585,3.997837486,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,Lambda,,,1.1687195668e+01,1.708928714,1.768337463,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,Lambda_bar,,,4.0397259670e+00,0.6173938012,0.6446870832,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,Xi,,,1.6085559562e+00,0.2470553715,0.2568602818,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,Xi_bar,,,7.5024554826e-01,0.1185922701,0.1240577471,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
36.6683,phi,,,4.1680785442e+00,0.5546022078,0.5671163805,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39,K+,31.966034999999998,2.90450025,3.5765276361e+01,4.628872094,4.710294736,,,,"ins1510593/dN/dy, 39 GeV",THERMUS GCE parametrized fit,derived from dN/dy/(0.5*Npart) using Npart
39,K-,25.012439999999998,2.272369228,2.8757507358e+01,3.803288892,3.884863545,,,,"ins1510593/dN/dy, 39 GeV",THERMUS GCE parametrized fit,derived from dN/dy/(0.5*Npart) using Npart
39,Ks0,24.9,1.702938637,3.1430399043e+01,4.070536572,4.149456308,,,,ins1738953/K0S dN/dy 39 GeV,THERMUS GCE parametrized fit,
39,Lambda,11.02,0.8605230967,1.1657047189e+01,1.730652412,1.793939507,,,,ins1738953/Lambda dN/dy 39 GeV,THERMUS GCE parametrized fit,
39,Lambda_bar,3.82,0.3601388621,4.2766450112e+00,0.6625817159,0.6929969326,,,,ins1738953/AntiLambda dN/dy 39 GeV,THERMUS GCE parametrized fit,
39,Xi,1.54,0.1902629759,1.6192670266e+00,0.2519682066,0.2624017815,,,,ins1738953/Xi- dN/dy 39 GeV,THERMUS GCE parametrized fit,
39,Xi_bar,0.78,0.1104536102,7.8813294194e-01,0.1261044335,0.1321280565,,,,ins1738953/AntiXi+ dN/dy 39 GeV,THERMUS GCE parametrized fit,
39,phi,3.38,0.4809365863,4.2701898101e+00,0.5772540029,0.5909183926,,,,ins1738953/Phi dN/dy 39 GeV,THERMUS GCE parametrized fit,
39.2428,K+,,,3.5819328123e+01,4.642321921,4.724447267,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,K-,,,2.8838170866e+01,3.81900792,3.901291834,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,Ks0,,,3.1495966432e+01,4.084977048,4.164599662,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,Lambda,,,1.1654371750e+01,1.732803073,1.796494658,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,Lambda_bar,,,4.3006127856e+00,0.667173558,0.6979175056,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,Xi,,,1.6203494788e+00,0.2524558259,0.2629553407,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,Xi_bar,,,7.9195086080e-01,0.1268644298,0.1329467542,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
39.2428,phi,,,4.2804250662e+00,0.5795147946,0.5932991568,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,K+,,,3.6413814688e+01,4.78674233,4.876883684,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,K-,,,2.9719143483e+01,3.988977142,4.07932966,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,Ks0,,,3.2214117612e+01,4.240622225,4.328241889,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,Lambda,,,1.1629759229e+01,1.755731456,1.823988684,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,Lambda_bar,,,4.5639034678e+00,0.7177245076,0.7522231526,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,Xi,,,1.6323071264e+00,0.2576809145,0.2689287072,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,Xi_bar,,,8.3372623304e-01,0.1351920334,0.1419438717,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
41.9981,phi,,,4.3919369298e+00,0.6039177671,0.6190630665,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,K+,,,3.7016685679e+01,4.926117117,5.024737311,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,K-,,,3.0599995686e+01,4.155039241,4.253903631,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,Ks0,,,3.2936342058e+01,4.391829152,4.487879685,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,Lambda,,,1.1614054742e+01,1.777494203,1.850496322,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,Lambda_bar,,,4.8293805847e+00,0.7686979598,0.8072102203,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,Xi,,,1.6446063993e+00,0.262695016,0.2747286715,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,Xi_bar,,,8.7556917234e-01,0.1435205116,0.1509860474,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
44.9469,phi,,,4.5030176511e+00,0.6276778862,0.644253078,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,K+,,,3.7630797568e+01,5.060336518,5.167764844,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,K-,,,3.1483095583e+01,4.316768485,4.424459488,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,Ks0,,,3.3665179846e+01,4.538320233,4.643105958,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,Lambda,,,1.1607907007e+01,1.798076161,1.875913745,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,Lambda_bar,,,5.0969371770e+00,0.8198271756,0.8625664219,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,Xi,,,1.6574166209e+00,0.2674916342,0.2803345752,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,Xi_bar,,,9.1749512743e-01,0.1518108403,0.1600258176,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
48.1027,phi,,,4.6140886160e+00,0.6507366023,0.6687891752,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,K+,,,3.8258906608e+01,5.189720456,5.306232699,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,K-,,,3.2370864898e+01,4.474151784,4.590924457,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,Ks0,,,3.4403148679e+01,4.680235227,4.794004563,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,Lambda,,,1.1611881267e+01,1.817613635,1.900324014,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,Lambda_bar,,,5.3665524756e+00,0.8709263802,0.9180706917,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,Xi,,,1.6708931629e+00,0.2720867949,0.285753122,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,Xi_bar,,,9.5953254748e-01,0.1600387084,0.1690323628,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
51.48,phi,,,4.7255684181e+00,0.6730992343,0.6926657518,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,K+,,,3.8903823356e+01,5.31508767,5.440750414,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,K-,,,3.3265889746e+01,4.62765609,4.753579517,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,Ks0,,,3.5152873113e+01,4.818196046,4.941003837,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,Lambda,,,1.1626515310e+01,1.83639231,1.92393006,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,Lambda_bar,,,5.6383073522e+00,0.9219074714,0.9735830205,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,Xi,,,1.6851849233e+00,0.2765193138,0.291009824,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,Xi_bar,,,1.0017252658e+00,0.1681969347,0.1779892147,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
55.0945,phi,,,4.8378893714e+00,0.6948422113,0.7159309281,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,K+,,,3.9568204036e+01,5.43757333,5.57250103,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,K-,,,3.4170725107e+01,4.778082826,4.913255443,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,Ks0,,,3.5916887690e+01,4.95314496,5.085084164,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,Lambda,,,1.1652264094e+01,1.854777459,1.947090379,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,Lambda_bar,,,5.9123476982e+00,0.9727611771,1.029073895,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,Xi,,,1.7004259102e+00,0.2808411942,0.2961540331,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,Xi_bar,,,1.0441257143e+00,0.1762916372,0.1868988162,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
58.9628,phi,,,4.9514694584e+00,0.7160897859,0.7387116198,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
62.4,K+,37.6,2.7,4.0139812986e+01,5.538823407,5.681464175,,,,arXiv:0808.2041/Table VIII,THERMUS GCE parametrized fit,table gives total uncertainty (stat+sys)
62.4,K-,32.4,2.3,3.4935699938e+01,4.902266598,5.045138364,,,,arXiv:0808.2041/Table VIII,THERMUS GCE parametrized fit,table gives total uncertainty (stat+sys)
62.4,Ks0,26.7,0.6,3.6567665793e+01,5.064552495,5.20408506,,,,ins871561/Figure6 up,THERMUS GCE parametrized fit,Direct STAR K0S yield from HEPData t12; RHIC points are centrality 0-5% per table description.
62.4,Lambda,15.576031,2.306688,1.1682596198e+01,1.870177022,1.966399952,,,,ins871561/Figure9 (ratio-derived absolute yield),THERMUS GCE parametrized fit,Derived via STAR Fig.9 ratios Lambda_bar/Pi- and Lambda_bar/Lambda (0-5%) with local pi- (0-5%); uncertainty propagated.
62.4,Lambda_bar,7.2522,1.0400425,6.1430839222e+00,1.015194569,1.075430196,,,,ins871561/Figure9 (ratio-derived absolute yield),THERMUS GCE parametrized fit,Derived from STAR Fig.9 ratio Lambda_bar/Pi- (0-5%) and local pi- (0-5%); uncertainty propagated in quadrature.
62.4,Xi,1.7397156,0.30642213,1.7139722783e+00,0.2844163,0.3004080614,,,,ins871561/Figure9 (ratio-derived absolute yield),THERMUS GCE parametrized fit,Derived via STAR Fig.9 ratios Xi+/Pi- and Xi+/Xi- (0-5%) with local pi- (0-5%); uncertainty propagated.
62.4,Xi_bar,1.1376,0.18488204,1.0797350323e+00,0.183018934,0.1943137421,,,,ins871561/Figure9 (ratio-derived absolute yield),THERMUS GCE parametrized fit,Derived from STAR Fig.9 ratio Xi+/Pi- (0-5%) and local pi- (0-5%); uncertainty propagated in quadrature.
62.4,phi,,,5.0475801215e+00,0.7335913049,0.7574869212,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,K+,,,4.0254732316e+01,5.5588273,5.702983537,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,K-,,,3.5088035938e+01,4.926741891,5.071126866,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,Ks0,,,3.6697794204e+01,5.086525521,5.227549465,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,Lambda,,,1.1689563341e+01,1.873254857,1.970240305,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,Lambda_bar,,,6.1889026200e+00,1.023585967,1.084600392,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,Xi,,,1.7167442231e+00,0.2851235552,0.3012483227,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,Xi_bar,,,1.0867979867e+00,0.1843468404,0.1957779798,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
63.1026,phi,,,5.0667332592e+00,0.7370368341,0.7611826639,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,K+,,,4.0966013917e+01,5.680910851,5.834249176,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,K-,,,3.6020489448e+01,5.075371478,5.228915665,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,Ks0,,,3.7498157877e+01,5.220191803,5.370241439,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,Lambda,,,1.1738803460e+01,1.892391949,1.993935019,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,Lambda_bar,,,6.4682617038e+00,1.074578495,1.140334735,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,Xi,,,1.7342580301e+00,0.2894512015,0.3063744002,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,Xi_bar,,,1.1298138034e+00,0.1924024336,0.204662348,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
67.5331,phi,,,5.1840971697e+00,0.7579357346,0.7835931181,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,K+,,,4.1704617236e+01,5.806336165,5.968711267,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,K-,,,3.6970780339e+01,5.226178126,5.388736498,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,Ks0,,,3.8320539424e+01,5.356446499,5.515370072,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,Lambda,,,1.1800348557e+01,1.912839471,2.018794712,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,Lambda_bar,,,6.7507733680e+00,1.126040345,1.196544186,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,Xi,,,1.7530783471e+00,0.2939228727,0.3116254546,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,Xi_bar,,,1.1732521944e+00,0.2005149722,0.213602625,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
72.2747,phi,,,5.3039735141e+00,0.7791003124,0.806243285,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,K+,,,4.2473124895e+01,5.938162811,6.10931616,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,K-,,,3.7941665185e+01,5.381928239,5.553248787,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,Ks0,,,3.9167536887e+01,5.498132132,5.66567085,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,Lambda,,,1.1874556349e+01,1.93535174,2.045539329,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,Lambda_bar,,,7.0368462256e+00,1.178395153,1.253614155,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,Xi,,,1.7733119903e+00,0.2986542483,0.3171110323,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,Xi_bar,,,1.2171998050e+00,0.2087603309,0.2226682233,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
77.3492,phi,,,5.4267762268e+00,0.800917554,0.8295045165,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,K+,,,4.3274037314e+01,6.079916605,6.259532094,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,K-,,,3.8935865931e+01,5.545882898,5.725654862,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,Ks0,,,4.0041691636e+01,5.648558953,5.824397803,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,Lambda,,,1.1961753197e+01,1.960759639,2.074981095,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,Lambda_bar,,,7.3269261237e+00,1.232178515,1.312049793,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,Xi,,,1.7950578686e+00,0.3037739984,0.3229560329,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,Xi_bar,,,1.2617470101e+00,0.2172317074,0.2319472593,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
82.78,phi,,,5.5529076129e+00,0.8238372141,0.8538178979,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,K+,,,4.4109874743e+01,6.235678996,6.423345109,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,K-,,,3.9956153992e+01,5.721883594,5.909702147,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,Ks0,,,4.0945579020e+01,5.811590047,5.995322073,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,Lambda,,,1.2062269015e+01,1.989994851,2.108020202,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,Lambda_bar,,,7.6215072179e+00,1.288055741,1.372477256,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,Xi,,,1.8184123463e+00,0.3094274527,0.329300065,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,Xi_bar,,,1.3069899737e+00,0.2260424771,0.2415465481,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
88.5921,phi,,,5.6827711794e+00,0.8483834954,0.8796937092,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,K+,,,4.4983180631e+01,6.410090568,6.605267235,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,K-,,,4.1005346908e+01,5.914360666,6.109696212,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,Ks0,,,4.1881808354e+01,5.991646776,6.182741971,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,Lambda,,,1.2176438970e+01,2.024089061,2.145648896,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,Lambda_bar,,,7.9211267532e+00,1.34682505,1.435649382,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,Xi,,,1.8434696321e+00,0.3157765047,0.336298133,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,Xi_bar,,,1.3530298603e+00,0.2353265507,0.2515924278,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
94.8123,phi,,,5.8167715714e+00,0.8751557052,0.9077132166,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,K+,,,4.5896519772e+01,6.608329374,6.81030586,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,K-,,,4.2086300963e+01,6.12831916,6.330477009,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,Ks0,,,4.2853018399e+01,6.193691128,6.391456307,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,Lambda,,,1.2304605738e+01,2.06417447,2.188947159,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,Lambda_bar,,,8.2263599313e+00,1.409420839,1.502444996,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,Xi,,,1.8703222828e+00,0.3229998501,0.3441200367,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,Xi_bar,,,1.3999721166e+00,0.2452388635,0.2622305484,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
101.469,phi,,,5.9553141686e+00,0.904826973,0.938525695,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,K+,,,4.6852462539e+01,6.836045093,7.044011155,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,K-,,,4.3201891849e+01,6.369280932,6.577464851,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,Ks0,,,4.3861860244e+01,6.423165326,6.626809974,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,Lambda,,,1.2447115885e+01,2.11147195,2.23910099,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,Lambda_bar,,,8.5378119552e+00,1.476907335,1.573882354,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,Xi,,,1.8990608042e+00,0.3312912608,0.3529531948,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,Xi_bar,,,1.4479252565e+00,0.2559542595,0.2736281009,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
108.594,phi,,,6.0988027434e+00,0.9381369463,0.9728557417,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,K+,,,4.7853635792e+01,7.099350299,7.312389709,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,K-,,,4.4355058338e+01,6.643277509,6.856582582,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,Ks0,,,4.4911043376e+01,6.685984298,6.89461394,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,Lambda,,,1.2604337028e+01,2.16730037,2.297386774,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
