energy_GeV,particle,data_yield,data_err,gc_model_yield,gc_model_err_low,gc_model_err_high,sce_blended_model_yield,sce_blended_model_err_low,sce_blended_model_err_high,data_source,model_source,note
116.218,Lambda_bar,,,8.8561245017e+00,1.550485156,1.651109659,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,Xi,,,1.9297764928e+00,0.340861155,0.3630003385,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,Xi_bar,,,1.4970021392e+00,0.2676686727,0.2859722004,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
116.218,phi,,,6.2476463702e+00,0.9758926669,1.01149352,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,K+,,,4.8902711004e+01,7.404627482,7.62175414,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,K-,,,4.5548787595e+01,6.956669641,7.174117497,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,Ks0,,,4.6003322698e+01,6.988353915,7.201005029,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,Lambda,,,1.2776652870e+01,2.233039733,2.365154601,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,Lambda_bar,,,9.1819677292e+00,1.631464716,1.735393546,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,Xi,,,1.9625607905e+00,0.3519311108,0.3744773343,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,Xi_bar,,,1.5473187237e+00,0.2805947945,0.2994681948,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
124.378,phi,,,6.4022573805e+00,1.018945636,1.055278855,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
130,K+,46.3,3,,,,,,,arXiv:0808.2041/Table VIII,,table gives total uncertainty (stat+sys)
130,K-,42.7,2.8,,,,,,,arXiv:0808.2041/Table VIII,,table gives total uncertainty (stat+sys)
130,Xi,2.16,0.234,,,,,,,arXiv:nucl-ex/0307024/Table I,,includes 10% pT-independent systematic per paper
130,Xi_bar,1.81,0.1978913844,,,,,,,arXiv:nucl-ex/0307024/Table I,,includes 10% pT-independent systematic per paper
133.111,K+,,,5.0002512236e+01,7.758616685,7.978699029,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,K-,,,4.6786213700e+01,7.31622194,7.53669101,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,Ks0,,,4.7141599122e+01,7.336850616,7.552419788,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,Lambda,,,1.2964494401e+01,2.310163957,2.443827269,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,Lambda_bar,,,9.5160603693e+00,1.721286456,1.82811512,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,Xi,,,1.9975103279e+00,0.3647388805,0.3876128957,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,Xi_bar,,,1.5989976464e+00,0.2949656458,0.3143390804,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
133.111,phi,,,6.5630660732e+00,1.06820426,1.105098292,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,K+,,,5.1155850498e+01,8.168110072,8.390045631,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,K-,,,4.8070461589e+01,7.728811285,7.951200852,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,Ks0,,,4.8328762844e+01,7.738130904,7.955539933,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,Lambda,,,1.3168294310e+01,2.400176018,2.534902211,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,Lambda_bar,,,9.8591333697e+00,1.821470512,1.93076857,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,Xi,,,2.0347200397e+00,0.379528556,0.4026490533,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,Xi_bar,,,1.6521621689e+00,0.3110263852,0.3308255531,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
142.456,phi,,,6.7304986198e+00,1.124595587,1.161879773,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,K+,,,5.2365687997e+01,8.639938808,8.862674324,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,K-,,,4.9404798859e+01,8.201402152,8.424654125,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,Ks0,,,4.9567847288e+01,8.19891358,8.417129812,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,Lambda,,,1.3388531905e+01,2.504614604,2.639918051,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,Lambda_bar,,,1.0211960592e+01,1.933614913,2.044932212,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,Xi,,,2.0742902874e+00,0.3965515207,0.4198360137,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,Xi_bar,,,1.7069415159e+00,0.3290343078,0.3491814025,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
152.459,phi,,,6.9049990658e+00,1.189063737,1.226571066,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,K+,,,5.3635170588e+01,9.181003003,9.403434547,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,K-,,,5.0792666027e+01,8.741061824,8.964070508,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,Ks0,,,5.0862059634e+01,8.726002081,8.943945726,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,Lambda,,,1.3625740042e+01,2.625061615,2.760441713,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,Lambda_bar,,,1.0575363130e+01,2.059394488,2.172252557,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,Xi,,,2.1163281004e+00,0.4160673824,0.4394301933,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,Xi_bar,,,1.7634716787e+00,0.3492588452,0.3696711975,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
163.163,phi,,,7.0870336529e+00,1.262572181,1.300127899,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,K+,,,5.4967456383e+01,9.798025122,10.01922322,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,K-,,,5.2237516398e+01,9.354716736,9.576542353,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,Ks0,,,5.2214619330e+01,9.326045945,9.542803716,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,Lambda,,,1.3880461110e+01,2.763083504,2.898081293,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,Lambda_bar,,,1.0950174219e+01,2.200508841,2.314446858,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,Xi,,,2.1609405563e+00,0.4383347909,0.4616958512,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,Xi_bar,,,1.8218896053e+00,0.3719731297,0.3925708069,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
174.619,phi,,,7.2770684571e+00,1.346070312,1.383521338,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,K+,,,5.6365938400e+01,10.49776946,10.71692295,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,K-,,,5.3743021926e+01,10.04934663,10.26916601,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,Ks0,,,5.3628966801e+01,10.00574239,10.22051601,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,Lambda,,,1.4153302887e+01,2.920278531,3.05447175,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,Lambda_bar,,,1.1337281535e+01,2.358710673,2.473286193,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,Xi,,,2.2082434988e+00,0.4636183454,0.486902799,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,Xi_bar,,,1.8823404403e+00,0.397458837,0.4181648389,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
186.879,phi,,,7.4755986679e+00,1.440519087,1.477728244,,,,,THERMUS GCE parametrized fit,model-only point from smooth parametrized GCE trace
200,K+,51.3,6.5,5.7834169405e+01,11.2869604,11.50338624,,,,arXiv:0808.2041/Table VIII,THERMUS GCE parametrized fit,table gives total uncertainty (stat+sys)
200,K-,49.5,6.2,5.5313006648e+01,10.83189951,11.0490174,,,,arXiv:0808.2041/Table VIII,THERMUS GCE parametrized fit,table gives total uncertainty (stat+sys)
200,Ks0,38.3,1.6,5.5108694409e+01,10.7717549,10.98387133,,,,ins871561/Figure6 up,THERMUS GCE parametrized fit,Direct STAR K0S yield from HEPData t12; RHIC points are centrality 0-5% per table description.
200,Lambda,16.7,1.118033989,1.4444919886e+01,3.09824961,3.231263374,,,,arXiv:nucl-ex/0606014/Table I,THERMUS GCE parametrized fit,
200,Lambda_bar,12.7,0.9219544457,1.1737611907e+01,2.535777841,2.650579365,,,,arXiv:nucl-ex/0606014/Table I,THERMUS GCE parametrized fit,
200,Xi,2.17,0.1992485885,2.2583588904e+00,0.4921841198,0.5153243184,,,,arXiv:nucl-ex/0606014/Table I,THERMUS GCE parametrized fit,
200,Xi_bar,1.83,0.2061552813,1.9449749741e+00,0.4260015938,0.4467440557,,,,arXiv:nucl-ex/0606014/Table I,THERMUS GCE parametrized fit,
200,phi,7.7,0.9013878189,7.6831391684e+00,1.546877794,1.583726423,,,,ins651461/Table 1,THERMUS GCE parametrized fit,
