index,title,star_url,journal_raw,journal,year,reference,status,journal_link,journal_link_text,hepdata_link,arxiv_id,arxiv_abs_link,inspire_id,fetch_error
377,Observation of the Onset of Constituent Quark Number Scaling in Heavy-Ion Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Observation-Onset-Constituent-Quark-Number-Scaling-Heavy-Ion-Collisions-RHIC,PRL 2025,PRL,2025,Phys. Rev. Lett. 135 (2025) 72301,published,https://doi.org/10.1103/2qhx-cp79,Phys. Rev. Lett. server,https://www.hepdata.net/record/ins2907591,2504.02531,http://arxiv.org/abs/2504.02531,,
374,Search for the chiral magnetic effect through beam energy dependence of charge separation using event shape selection,https://drupal.star.bnl.gov/STAR/publications/Search-chiral-magnetic-effect-through-beam-energy-dependence-charge-separation-using-ev,PRC 2026,PRC,2026,Phys. Rev. C 113 (2026) 14912,published,https://doi.org/10.1103/pj7s-9ym7,Phys. Rev. C server,https://www.hepdata.net/record/ins2928164,2506.00278,http://arxiv.org/abs/2506.00278,,
368,Precision Measurement of (Net-)proton Number Fluctuations in Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Precision-Measurement-Net-proton-Number-Fluctuations-AuAu-Collisions-RHIC,PRL 2025,PRL,2025,Phys. Rev. Lett. 135 (2025) 142301,published,https://doi.org/10.1103/9l69-2d7p,Phys. Rev. Lett. server,https://www.hepdata.net/record/ins2906592,2504.00817,http://arxiv.org/abs/2504.00817,,
362,Light Nuclei Femtoscopy and Baryon Interactions in 3 GeV Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Light-Nuclei-Femtoscopy-and-Baryon-Interactions-3-GeV-AuAu-Collisions-RHIC,PLB 2024,PLB,2024,Phys. Lett. B 864 (2025) 139412,published,https://doi.org/10.1016/j.physletb.2025.139412,Phys. Lett. B server,https://www.hepdata.net/record/ins2908949,2410.03436,http://arxiv.org/abs/2410.03436,,
360,Temperature Measurement of Quark-Gluon Plasma at Different Stages,https://drupal.star.bnl.gov/STAR/publications/Temperature-Measurement-Quark-Gluon-Plasma-Different-Stages,Nature Comm. 2025,Nature Comm.,2025,NCOMMS 16 (2025) 9098,published,https://doi.org/10.1038/s41467-025-63216-5,NCOMMS server,https://www.hepdata.net/record/ins2755369,2402.01998,http://arxiv.org/abs/2402.01998,,
356,Measurement of directed flow in Au+Au collisions at sqrt{s_{NN}}= 19.6 and 27 GeV with the STAR Event Plane Detector,https://drupal.star.bnl.gov/STAR/publications/Measurement-directed-flow-AuAu-collisions-sqrtsNN-196-and-27-GeV-STAR-Event-Plane-Detec,PRC 2025,PRC,2025,Phys. Rev. C 111 (2025) 14906,published,https://doi.org/10.1103/PhysRevC.111.014906,Phys. Rev. C server,https://www.hepdata.net/record/ins2808515,2406.18213,http://arxiv.org/abs/2406.18213,,
353,Strangeness Production in sqrt{s_NN} = 3 GeV Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Strangeness-Production-sqrtsNN-3-GeV-AuAu-Collisions-RHIC,JHEP 2024,JHEP,2024,JHEP 2024 (2024) 139,published,https://doi.org/10.1007/JHEP10(2024)139,JHEP server,https://www.hepdata.net/record/ins2807679,2407.10110,http://arxiv.org/abs/2407.10110,,
352,Production of Protons and Light Nuclei in Au+Au Collisions at sqrt{s_NN} = 3 GeV with the STAR Detector,https://drupal.star.bnl.gov/STAR/publications/Production-Protons-and-Light-Nuclei-AuAu-Collisions-sqrtsNN-3-GeV-STAR-Detector,PRC 2024,PRC,2024,Phys. Rev. C 110 (2024) 54911,published,https://doi.org/10.1103/PhysRevC.110.054911,Phys. Rev. C server,https://www.hepdata.net/record/ins2724476,2311.11020,http://arxiv.org/abs/2311.11020,,
350,Reaction plane correlated triangular flow in Au+Au collisions at sqrt{s_NN} = 3 GeV,https://drupal.star.bnl.gov/STAR/publications/Reaction-plane-correlated-triangular-flow-AuAu-collisions-sqrtsNN-3-GeV,PRC 2024,PRC,2024,Phys. Rev. C 109 (2024) 44914,published,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.109.044914,Phys. Rev. C server,https://www.hepdata.net/record/ins2702151,2309.12610,http://arxiv.org/abs/2309.12610,,
345,Event-by-event correlations between Lambda (anti-Lambda) hyperon global polarization and handedness with charged hadron azimuthal separation in Au+Au collisions at sqrt(sNN) = 27 GeV from STAR,https://drupal.star.bnl.gov/STAR/publications/Event-event-correlations-between-Lambda-anti-Lambda-hyperon-global-polarization-and-han,PRC 2023,PRC,2023,Phys. Rev. C 108 (2023) 14909,published,https://doi.org/10.1103/PhysRevC.108.014909,Phys. Rev. C server,https://www.hepdata.net/record/ins2652850,2304.10037,http://arxiv.org/abs/2304.10037,,
344,Elliptic Flow of Heavy-Flavor Decay Electrons in Au+Au Collisions at sqrt(sNN) = 27 and 54.4 GeV at RHIC,https://drupal.star.bnl.gov/STAR/publications/Elliptic-Flow-Heavy-Flavor-Decay-Electrons-AuAu-Collisions-sqrtsNN-27-and-544-GeV-RHIC,PLB 2023,PLB,2023,Phys. Lett. B 844 (2023) 138071,published,https://doi.org/10.1016/j.physletb.2023.138071,Phys. Lett. B server,https://www.hepdata.net/record/ins2638989,2303.03546,http://arxiv.org/abs/2303.03546,,
342,Collision-energy Dependence of Deuteron Cumulants and Proton-deuteron Correlations in Au+Au collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Collision-energy-Dependence-Deuteron-Cumulants-and-Proton-deuteron-Correlations-AuAu-co,PLB 2024,PLB,2024,Phys. Lett. B 855 (2024) 138560,published,https://doi.org/10.1016/j.physletb.2024.138560,Phys. Lett. B server,https://www.hepdata.net/record/ins2653327,2304.10993,http://arxiv.org/abs/2304.10993,,
340,Global polarization of Λ and Λ ̄ hyperons in Au+Au collisions at √sNN = 19.6 and 27 GeV,https://drupal.star.bnl.gov/STAR/publications/Global-polarization-Lambda-and-Lambdabar-hyperons-AuAu-collisions-sqrtsNN-196-and-27-Ge,PRC 2023,PRC,2023,Phys. Rev. C 108 (2023) 14910,published,https://doi.org/10.1103/PhysRevC.108.014910,Phys. Rev. C server,https://www.hepdata.net/record/ins2659670,2305.08705,http://arxiv.org/abs/2305.08705,,
337,Observation of the electromagnetic field effect via charge-dependent directed flow in heavy-ion collisions at the Relativistic Heavy Ion Collider,https://drupal.star.bnl.gov/STAR/publications/Observation-electromagnetic-field-effect-charge-dependent-directed-flow-heavy-ion-colli,PRX 2024,PRX,2024,PRX 14 (2024) 11028,published,https://journals.aps.org/prx/abstract/10.1103/PhysRevX.14.011028,PRX server,https://www.hepdata.net/record/ins2649979,2304.03430,http://arxiv.org/abs/2304.03430,,
,Electric charge and strangeness-dependent directed flow splitting of produced quarks in Au+Au collisions,https://drupal.star.bnl.gov/STAR/publications/Electric-charge-and-strangeness-dependent-directed-flow-splitting-produced-quarks-AuAu-,PLB 2025,PLB,2025,Phys. Lett. B 862 (2025) 139245,published,https://doi.org/10.1016/j.physletb.2025.139245,Phys. Lett. B server,https://www.hepdata.net/record/ins2649581,2304.02831,http://arxiv.org/abs/2304.02831,,
336,Energy Dependence of Intermittency for Charged Hadrons in Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Energy-Dependence-Intermittency-Charged-Hadrons-AuAu-Collisions-RHIC,PLB 2023,PLB,2023,Phys. Lett. B 845 (2023) 138165,published,https://www.sciencedirect.com/science/article/pii/S0370269323004999,Phys. Lett. B server,https://www.hepdata.net/record/ins2626682,2301.11062,http://arxiv.org/abs/2301.11062,,
334,First Observation of Directed Flow of Hypernuclei H3L and H4L in √sNN=3 GeV Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/First-Observation-Directed-Flow-Hypernuclei-H3L-and-H4L-sqrtsNN-3-GeV-AuAu-Collisions-0,PRL 2023,PRL,2023,Phys. Rev. Lett. 130 (2023) 212301,published,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.130.212301,Phys. Rev. Lett. server,https://www.hepdata.net/record/ins2605845 ,2211.16981,http://arxiv.org/abs/2211.16981,,
331,"K0 production in Au+Au collisions at sqrt{sNN} = 7.7, 11.5, 14.5, 19.6, 27 and 39 GeV from RHIC beam energy scan",https://drupal.star.bnl.gov/STAR/publications/K0-production-AuAu-collisions-sqrtsNN-77-115-145-196-27-and-39-GeV-RHIC-beam-energy-sca,PRC 2023,PRC,2023,Phys. Rev. C 107 (2023) 34907,published,https://link.aps.org/doi/10.1103/PhysRevC.107.034907,Phys. Rev. C server,https://www.hepdata.net/record/ins2642282 ,2210.02909,http://arxiv.org/abs/2210.02909,,
330,Beam Energy Dependence of Triton Production and Yield Ratio (NtNp/N2d) in Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Beam-Energy-Dependence-Triton-Production-and-Yield-Ratio-NtNpN2d-AuAu-Collisions-RHIC,PRL 2023,PRL,2023,Phys. Rev. Lett. 130 (2023) 202301,published,https://doi.org/10.1103/PhysRevLett.130.202301,Phys. Rev. Lett. server,https://www.hepdata.net/record/ins2152917 ,2209.08058,http://arxiv.org/abs/2209.08058,,
327,Measurement of H4L and He4L binding energy in Au+Au collisions at √sNN = 3GeV,https://drupal.star.bnl.gov/STAR/publications/Measurement-H4L-and-He4L-binding-energy-AuAu-collisions-sqrtsNN-3GeV,PLB 2022,PLB,2022,Phys. Lett. B 834 (2022) 137449,published,https://doi.org/10.1016/j.physletb.2022.137449,Phys. Lett. B server,https://www.hepdata.net/record/ins2105274,,http://arxiv.org/abs/2207.00778 ,,
326,Beam Energy Dependence of Fifth and Sixth-Order Net-proton Number Fluctuations in Au+Au Collisions at RHIC,https://drupal.star.bnl.gov/STAR/publications/Beam-Energy-Dependence-Fifth-and-Sixth-Order-Net-proton-Number-Fluctuations-AuAu-Collis,PRL 2023,PRL,2023,Phys. Rev. Lett. 130 (2023) 82301,published,https://doi.org/10.1103/PhysRevLett.130.082301,Phys. Rev. Lett. server,https://www.hepdata.net/record/ins2119969,2207.09837,http://arxiv.org/abs/2207.09837,,
